number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout_rate,params_lr,params_n_layers,params_n_units_l0,params_n_units_l1,params_n_units_l2,params_n_units_l3,params_n_units_l4,params_n_units_l5,params_optimizer,params_weight_decay,user_attrs_best_epoch,user_attrs_best_val_mae,user_attrs_model_params,state
102,1450.0999755859375,2026-03-24 00:43:57.037583,2026-03-24 00:44:11.036729,0 days 00:00:13.999146,64,0.008159678721608159,0.08071914524999614,5,27,49,18.0,39.0,43.0,,SGD,3.646838519842704e-05,129.0,1450.0999755859375,5372.0,COMPLETE
103,1480.209228515625,2026-03-24 00:44:11.055325,2026-03-24 00:44:22.800491,0 days 00:00:11.745166,64,0.005069606401038778,0.0830562605804035,5,34,55,23.0,45.0,46.0,,SGD,4.514953603920009e-05,115.0,1480.209228515625,7168.0,COMPLETE
104,1676.023193359375,2026-03-24 00:44:22.818234,2026-03-24 00:44:32.372758,0 days 00:00:09.554524,64,0.0738374105035044,0.08829362937999811,5,26,52,17.0,41.0,30.0,,SGD,7.366271894326458e-05,79.0,1676.023193359375,4900.0,COMPLETE
105,1524.206298828125,2026-03-24 00:44:32.388835,2026-03-24 00:44:45.447858,0 days 00:00:13.059023,64,0.023295092969214698,0.07203188101823084,5,30,50,19.0,36.0,50.0,,SGD,4.9986272713300224e-05,121.0,1524.206298828125,5780.0,COMPLETE
106,1508.72021484375,2026-03-24 00:44:45.469435,2026-03-24 00:45:05.852076,0 days 00:00:20.382641,32,0.01151681530175144,0.09083238634679262,5,37,57,24.0,32.0,39.0,,SGD,3.8807292483266735e-05,100.0,1508.72021484375,6396.0,COMPLETE
107,1469.693359375,2026-03-24 00:45:05.880416,2026-03-24 00:45:26.967026,0 days 00:00:21.086610,64,0.019907296163355438,0.06477172522490761,4,40,47,27.0,42.0,,,RMSprop,0.00011334416080856353,135.0,1469.693359375,5114.0,COMPLETE
108,1409.8382568359375,2026-03-24 00:45:26.997847,2026-03-24 00:45:45.259129,0 days 00:00:18.261282,64,0.009981859594673462,0.09417449282518887,6,21,54,22.0,54.0,34.0,20.0,SGD,0.00010035960013239362,134.0,1409.8382568359375,6830.0,COMPLETE
109,1432.8399658203125,2026-03-24 00:45:45.284771,2026-03-24 00:45:58.361162,0 days 00:00:13.076391,64,0.007259188748914551,0.08668706738747098,5,22,54,22.0,59.0,10.0,,SGD,9.820649708999745e-05,107.0,1432.8399658203125,4952.0,COMPLETE
110,2607.62451171875,2026-03-24 00:45:58.391236,2026-03-24 00:46:08.545430,0 days 00:00:10.154194,16,0.003307980400204852,0.09374944646373388,6,24,59,21.0,55.0,36.0,22.0,SGD,0.00012351466362542344,,,,PRUNED
111,1488.5589599609375,2026-03-24 00:46:08.560832,2026-03-24 00:46:26.176503,0 days 00:00:17.615671,64,0.013831237484274684,0.09823080379989367,6,18,51,20.0,47.0,33.0,19.0,SGD,8.37711793845795e-05,130.0,1488.5589599609375,5784.0,COMPLETE
112,1446.08154296875,2026-03-24 00:46:26.195130,2026-03-24 00:46:45.497295,0 days 00:00:19.302165,64,0.009598629982759144,0.09539020519699017,6,21,53,23.0,49.0,31.0,14.0,SGD,4.267006194786844e-05,207.0,1446.08154296875,6168.0,COMPLETE
113,1468.4813232421875,2026-03-24 00:46:45.520871,2026-03-24 00:47:01.926552,0 days 00:00:16.405681,64,0.01816796337576072,0.08914049316582753,6,25,55,25.0,53.0,27.0,26.0,SGD,3.1733480368009573e-05,131.0,1468.4813232421875,7068.0,COMPLETE
114,1531.560791015625,2026-03-24 00:47:01.957719,2026-03-24 00:47:23.111992,0 days 00:00:21.154273,64,0.00422211858273105,0.0921757754734769,5,16,52,14.0,26.0,44.0,,SGD,6.495963901015179e-05,203.0,1531.560791015625,3697.0,COMPLETE
115,1567.1798095703125,2026-03-24 00:47:23.170153,2026-03-24 00:47:37.835791,0 days 00:00:14.665638,64,0.0020254497415816727,0.08412255579229112,6,32,50,16.0,39.0,35.0,15.0,SGD,7.653828835218973e-05,86.0,1567.1798095703125,5747.0,COMPLETE
116,1485.1243896484375,2026-03-24 00:47:37.858725,2026-03-24 00:47:49.364180,0 days 00:00:11.505455,64,0.009316200342811661,0.09441003220617748,5,20,57,19.0,58.0,47.0,,SGD,5.5046876104475074e-05,82.0,1485.1243896484375,6862.0,COMPLETE
117,1570.2008056640625,2026-03-24 00:47:49.389109,2026-03-24 00:48:02.463979,0 days 00:00:13.074870,64,0.0535379863343097,0.08775183581082036,4,28,48,55.0,44.0,,,SGD,3.6783304592863034e-05,93.0,1570.2008056640625,7198.0,COMPLETE
118,1398.976318359375,2026-03-24 00:48:02.489625,2026-03-24 00:48:17.624318,0 days 00:00:15.134693,64,0.01238591190405501,0.09085292961170312,5,23,45,22.0,37.0,52.0,,SGD,4.699204407997071e-05,132.0,1398.976318359375,5537.0,COMPLETE
119,1475.3204345703125,2026-03-24 00:48:17.649164,2026-03-24 00:48:42.268774,0 days 00:00:24.619610,64,0.006677892295695043,0.08552822586401466,5,23,35,21.0,37.0,53.0,,SGD,0.0005928071022875,192.0,1475.3204345703125,5023.0,COMPLETE
120,1543.9788818359375,2026-03-24 00:48:42.297518,2026-03-24 00:48:54.333794,0 days 00:00:12.036276,64,1.0223697747361693e-05,0.09041170686989969,5,30,44,27.0,42.0,48.0,,RMSprop,4.538533060389903e-05,52.0,1543.9788818359375,6520.0,COMPLETE
121,1455.686767578125,2026-03-24 00:48:54.352320,2026-03-24 00:49:13.053208,0 days 00:00:18.700888,64,0.01248197217754524,0.09658530813034566,5,26,50,24.0,36.0,58.0,,SGD,4.9234912721060606e-05,128.0,1455.686767578125,6301.0,COMPLETE
122,1399.2698974609375,2026-03-24 00:49:13.076906,2026-03-24 00:49:31.552250,0 days 00:00:18.475344,64,0.01124780271828048,0.09300736725423134,5,19,53,22.0,64.0,51.0,,SGD,4.124875613340201e-05,156.0,1399.2698974609375,7676.0,COMPLETE
123,1425.261962890625,2026-03-24 00:49:31.576830,2026-03-24 00:49:56.065463,0 days 00:00:24.488633,64,0.01566286183091445,0.0916820040309344,5,21,55,22.0,64.0,51.0,,SGD,2.8474732629727483e-05,227.0,1425.261962890625,7896.0,COMPLETE
124,1401.54248046875,2026-03-24 00:49:56.095216,2026-03-24 00:50:18.024196,0 days 00:00:21.928980,64,0.010930964938438793,0.08168896712310401,5,36,52,24.0,61.0,53.0,,SGD,5.898486590724001e-05,153.0,1401.54248046875,8837.0,COMPLETE
125,1520.4022216796875,2026-03-24 00:50:18.055127,2026-03-24 00:50:37.937967,0 days 00:00:19.882840,64,0.06882930508278777,0.07926545215351057,5,33,53,18.0,62.0,53.0,,SGD,6.13019538836771e-05,168.0,1520.4022216796875,8080.0,COMPLETE
126,1525.2733154296875,2026-03-24 00:50:37.959903,2026-03-24 00:50:49.381675,0 days 00:00:11.421772,64,0.008100142420014632,0.08103276635153356,5,36,51,24.0,61.0,51.0,,Adam,6.887040654155843e-05,59.0,1525.2733154296875,8644.0,COMPLETE
127,1598.179443359375,2026-03-24 00:50:49.400340,2026-03-24 00:50:57.548026,0 days 00:00:08.147686,64,0.013931011937189474,0.08254207779821944,5,19,54,20.0,64.0,46.0,,SGD,5.2997751902698166e-05,71.0,1598.179443359375,7138.0,COMPLETE
128,1467.4532470703125,2026-03-24 00:50:57.568824,2026-03-24 00:51:10.757909,0 days 00:00:13.189085,64,0.004525656830457497,0.07562592950615038,5,25,40,22.0,60.0,48.0,,SGD,0.00010065024343772157,142.0,1467.4532470703125,6914.0,COMPLETE
129,1473.64892578125,2026-03-24 00:51:10.774812,2026-03-24 00:51:33.852312,0 days 00:00:23.077500,32,0.010898348508893643,0.08673528340975864,5,36,11,25.0,56.0,44.0,,SGD,5.6896568120058395e-05,168.0,1473.64892578125,5384.0,COMPLETE
130,1487.1517333984375,2026-03-24 00:51:33.873089,2026-03-24 00:51:41.154692,0 days 00:00:07.281603,64,0.002548739600075894,0.08391875257920746,5,34,52,23.0,40.0,58.0,,SGD,4.116500990364187e-05,56.0,1487.1517333984375,7156.0,COMPLETE
131,1438.232421875,2026-03-24 00:51:41.175613,2026-03-24 00:51:52.446125,0 days 00:00:11.270512,64,0.016994781176480487,0.08902151951862043,5,19,56,26.0,34.0,54.0,,SGD,3.485923528438082e-05,120.0,1438.232421875,6014.0,COMPLETE
132,1414.1346435546875,2026-03-24 00:51:52.470986,2026-03-24 00:52:03.887157,0 days 00:00:11.416171,64,0.006157951786148975,0.09346016460254873,5,23,49,21.0,58.0,50.0,,SGD,4.5616422942639005e-05,113.0,1414.1346435546875,7112.0,COMPLETE
133,1322.14599609375,2026-03-24 00:52:03.906519,2026-03-24 00:52:17.867731,0 days 00:00:13.961212,64,0.005778642967355971,0.052600475518397576,5,23,49,21.0,58.0,50.0,,SGD,4.5654338401095245e-05,148.0,1322.14599609375,7112.0,COMPLETE
134,1508.27783203125,2026-03-24 00:52:17.910505,2026-03-24 00:52:29.364448,0 days 00:00:11.453943,64,0.007423601651840364,0.05401028147592722,5,23,47,21.0,57.0,51.0,,SGD,4.6687819594747866e-05,95.0,1508.27783203125,7005.0,COMPLETE
135,1405.8553466796875,2026-03-24 00:52:29.382747,2026-03-24 00:52:45.610714,0 days 00:00:16.227967,64,0.006184984678214654,0.05199145835406527,5,22,49,18.0,62.0,40.0,,SGD,4.372731203868512e-05,166.0,1405.8553466796875,6346.0,COMPLETE
136,1447.0843505859375,2026-03-24 00:52:45.630367,2026-03-24 00:52:57.181969,0 days 00:00:11.551602,64,0.0061923330728038736,0.04929748705040012,5,22,45,17.0,62.0,40.0,,SGD,4.8829719846404845e-05,110.0,1447.0843505859375,6064.0,COMPLETE
137,1490.7998046875,2026-03-24 00:52:57.200516,2026-03-24 00:53:06.352305,0 days 00:00:09.151789,64,0.009622841933070506,0.04965844853700583,5,21,48,18.0,60.0,45.0,,SGD,4.1099560836237864e-05,80.0,1490.7998046875,6442.0,COMPLETE
138,2333.88525390625,2026-03-24 00:53:06.368212,2026-03-24 00:53:18.610624,0 days 00:00:12.242412,16,0.005239104959264647,0.05261788500120609,5,18,49,20.0,58.0,42.0,,SGD,6.138292668484257e-05,,,,PRUNED
139,1413.778076171875,2026-03-24 00:53:18.623275,2026-03-24 00:53:34.055998,0 days 00:00:15.432723,64,0.011294623113784333,0.043940331403503105,5,20,52,22.0,53.0,50.0,,SGD,5.271998020245321e-05,175.0,1413.778076171875,6802.0,COMPLETE
140,1579.6812744140625,2026-03-24 00:53:34.078218,2026-03-24 00:53:40.966759,0 days 00:00:06.888541,64,0.011747783208732092,0.04052949568877967,5,17,53,23.0,38.0,48.0,,SGD,5.492745837306996e-05,52.0,1579.6812744140625,5540.0,COMPLETE
141,1470.685791015625,2026-03-24 00:53:40.987536,2026-03-24 00:53:49.174330,0 days 00:00:08.186794,64,0.008698975750248639,0.057674793326230295,5,23,52,22.0,53.0,50.0,,SGD,4.371634381981465e-05,67.0,1470.685791015625,6991.0,COMPLETE
142,1434.328125,2026-03-24 00:53:49.193711,2026-03-24 00:54:00.218277,0 days 00:00:11.024566,64,0.004236440718981414,0.04366220572529897,5,20,49,19.0,63.0,52.0,,SGD,3.846357019013131e-05,110.0,1434.328125,7206.0,COMPLETE
143,1463.4859619140625,2026-03-24 00:54:00.237450,2026-03-24 00:54:10.228066,0 days 00:00:09.990616,64,0.010543594363348483,0.0472813243350553,5,22,51,21.0,60.0,50.0,,SGD,5.086427688251136e-05,93.0,1463.4859619140625,7292.0,COMPLETE
144,1485.0452880859375,2026-03-24 00:54:10.246796,2026-03-24 00:54:21.746358,0 days 00:00:11.499562,64,0.006695570861019811,0.03836998774084915,5,58,54,24.0,62.0,45.0,,SGD,4.697096940017382e-05,108.0,1485.0452880859375,9945.0,COMPLETE
145,1597.827880859375,2026-03-24 00:54:21.762904,2026-03-24 00:54:29.784085,0 days 00:00:08.021181,64,0.0021670609822954335,0.04162507342367541,5,27,46,16.0,54.0,48.0,,SGD,6.765612921417365e-05,67.0,1597.827880859375,6272.0,COMPLETE
146,1462.5853271484375,2026-03-24 00:54:29.802544,2026-03-24 00:54:45.950409,0 days 00:00:16.147865,64,0.008687359409644704,0.047045442527422245,5,19,50,22.0,58.0,43.0,,SGD,5.893007186548287e-05,184.0,1462.5853271484375,6592.0,COMPLETE
147,1500.8636474609375,2026-03-24 00:54:45.968917,2026-03-24 00:55:00.167779,0 days 00:00:14.198862,64,0.012688011518928621,0.03430375925576497,5,29,53,19.0,56.0,57.0,,SGD,4.2551978591016055e-05,152.0,1500.8636474609375,7732.0,COMPLETE
148,1541.7139892578125,2026-03-24 00:55:00.188228,2026-03-24 00:55:09.417046,0 days 00:00:09.228818,64,0.005177153787629906,0.061048127054771924,5,20,31,21.0,41.0,53.0,,SGD,3.144106767238725e-05,86.0,1541.7139892578125,5017.0,COMPLETE
149,1400.0155029296875,2026-03-24 00:55:09.439105,2026-03-24 00:55:27.875967,0 days 00:00:18.436862,64,0.003411092211145875,0.05383451756695472,5,26,52,23.0,61.0,46.0,,SGD,7.686462478946577e-05,213.0,1400.0155029296875,7636.0,COMPLETE
150,1428.1221923828125,2026-03-24 00:55:27.895531,2026-03-24 00:55:42.186037,0 days 00:00:14.290506,64,0.0023439314838098408,0.054925722361903066,5,25,52,25.0,61.0,47.0,,SGD,7.451867753415041e-05,154.0,1428.1221923828125,7870.0,COMPLETE
151,1407.4012451171875,2026-03-24 00:55:42.203098,2026-03-24 00:56:03.460870,0 days 00:00:21.257772,64,0.003752671895967118,0.060013412996881,5,31,54,23.0,59.0,46.0,,SGD,5.267847166168178e-05,248.0,1407.4012451171875,7921.0,COMPLETE
152,1434.335693359375,2026-03-24 00:56:03.479835,2026-03-24 00:56:18.569562,0 days 00:00:15.089727,64,0.0036763424938566942,0.06095438773437389,5,28,55,24.0,64.0,45.0,,SGD,7.924673940586005e-05,168.0,1434.335693359375,8194.0,COMPLETE
153,1520.9608154296875,2026-03-24 00:56:18.589100,2026-03-24 00:56:26.257944,0 days 00:00:07.668844,64,0.008142899462953405,0.05770082710982488,5,31,53,23.0,61.0,41.0,,SGD,5.236076989035538e-05,62.0,1520.9608154296875,7683.0,COMPLETE
154,1529.12060546875,2026-03-24 00:56:26.278136,2026-03-24 00:56:38.319277,0 days 00:00:12.041141,64,0.010764771224564658,0.05169245073627129,5,32,51,20.0,38.0,38.0,,SGD,9.242418830506096e-05,131.0,1529.12060546875,5688.0,COMPLETE
155,1455.3416748046875,2026-03-24 00:56:38.337017,2026-03-24 00:56:52.158239,0 days 00:00:13.821222,64,0.03994500061192803,0.05263877336385851,5,29,54,23.0,59.0,46.0,,SGD,6.446074469181455e-05,143.0,1455.3416748046875,7791.0,COMPLETE
156,1355.739501953125,2026-03-24 00:56:52.176323,2026-03-24 00:57:15.108967,0 days 00:00:22.932644,64,0.0035909962328740143,0.05616671394391055,5,30,58,18.0,63.0,43.0,,SGD,4.004499236741899e-05,268.0,1355.739501953125,7547.0,COMPLETE
157,1515.971435546875,2026-03-24 00:57:15.143391,2026-03-24 00:57:23.653652,0 days 00:00:08.510261,64,0.0012542479878272974,0.056542815707774696,5,31,56,14.0,63.0,43.0,,SGD,0.00023859689664851405,73.0,1515.971435546875,7024.0,COMPLETE
158,1488.55908203125,2026-03-24 00:57:23.670184,2026-03-24 00:57:48.634114,0 days 00:00:24.963930,32,0.005020140245166065,0.05998414798940584,5,30,58,18.0,62.0,41.0,,Adam,3.877551042774118e-05,132.0,1488.55908203125,7351.0,COMPLETE
159,1427.71728515625,2026-03-24 00:57:48.653117,2026-03-24 00:57:59.433055,0 days 00:00:10.779938,64,9.1526603855857e-05,0.05130821191136873,5,26,62,17.0,35.0,47.0,,SGD,3.5810131812786534e-05,110.0,1427.71728515625,5723.0,COMPLETE
160,1461.1834716796875,2026-03-24 00:57:59.451949,2026-03-24 00:58:10.229279,0 days 00:00:10.777330,64,0.0029871092559068976,0.05434186929120518,4,28,57,15.0,60.0,,,SGD,5.823996203982136e-05,129.0,1461.1834716796875,4116.0,COMPLETE
161,1443.5262451171875,2026-03-24 00:58:10.247415,2026-03-24 00:58:22.935335,0 days 00:00:12.687920,64,0.00662800362735445,0.0669597410547759,5,33,52,22.0,39.0,44.0,,SGD,5.0715640199434126e-05,138.0,1443.5262451171875,6313.0,COMPLETE
162,1402.7314453125,2026-03-24 00:58:22.954472,2026-03-24 00:58:35.573370,0 days 00:00:12.618898,64,0.0037867466282892667,0.059157227746529976,5,21,54,20.0,63.0,49.0,,SGD,4.328366014670078e-05,129.0,1402.7314453125,7400.0,COMPLETE
163,1459.0626220703125,2026-03-24 00:58:35.590305,2026-03-24 00:58:46.836719,0 days 00:00:11.246414,64,0.003522722117048155,0.06445137092230792,5,25,54,20.0,63.0,49.0,,SGD,4.0360530789798575e-05,109.0,1459.0626220703125,7660.0,COMPLETE
164,1474.7989501953125,2026-03-24 00:58:46.852994,2026-03-24 00:59:05.683388,0 days 00:00:18.830394,64,0.004142841141978419,0.05951358284826058,5,31,56,19.0,61.0,46.0,,SGD,4.465402058958845e-05,222.0,1474.7989501953125,7699.0,COMPLETE
165,1479.5250244140625,2026-03-24 00:59:05.704401,2026-03-24 00:59:17.560845,0 days 00:00:11.856444,64,0.007399096188970531,0.05507732484474891,5,38,54,18.0,64.0,44.0,,SGD,3.477412826247713e-05,118.0,1479.5250244140625,7995.0,COMPLETE
166,1432.7181396484375,2026-03-24 00:59:17.578613,2026-03-24 00:59:30.937296,0 days 00:00:13.358683,64,0.001323605531497856,0.05840001622253064,5,27,55,27.0,59.0,47.0,,SGD,4.7634271599481144e-05,140.0,1432.7181396484375,8245.0,COMPLETE
167,1447.4659423828125,2026-03-24 00:59:30.959603,2026-03-24 00:59:48.799805,0 days 00:00:17.840202,64,0.005101947396838274,0.056278157468312245,5,24,50,20.0,42.0,54.0,,SGD,4.0924934706775694e-05,205.0,1447.4659423828125,6125.0,COMPLETE
168,3122.8447265625,2026-03-24 00:59:48.816263,2026-03-24 00:59:55.937747,0 days 00:00:07.121484,16,0.008530970715504953,0.04660091335077113,5,45,53,24.0,37.0,49.0,,SGD,3.1805664143787144e-05,,,,PRUNED
169,1376.6904296875,2026-03-24 00:59:55.950780,2026-03-24 01:00:09.750627,0 days 00:00:13.799847,64,0.002903445290443514,0.053501052442293924,5,22,51,26.0,40.0,39.0,,SGD,7.065794984704806e-05,157.0,1376.6904296875,5798.0,COMPLETE
170,1429.1986083984375,2026-03-24 01:00:09.770512,2026-03-24 01:00:25.279125,0 days 00:00:15.508613,64,0.002232466639414383,0.05021609313158778,5,41,48,28.0,63.0,39.0,,SGD,7.146728387556051e-05,171.0,1429.1986083984375,8558.0,COMPLETE
171,1410.3594970703125,2026-03-24 01:00:25.297525,2026-03-24 01:00:39.700227,0 days 00:00:14.402702,64,0.005943207390264053,0.06244811491752267,5,22,51,26.0,43.0,43.0,,SGD,8.201246101371056e-05,164.0,1410.3594970703125,6190.0,COMPLETE
172,1472.3634033203125,2026-03-24 01:00:39.718740,2026-03-24 01:00:52.911677,0 days 00:00:13.192937,64,0.005523105572900554,0.052997328756564495,5,22,51,26.0,40.0,42.0,,SGD,6.40720062403359e-05,139.0,1472.3634033203125,5930.0,COMPLETE
173,1408.2938232421875,2026-03-24 01:00:52.932424,2026-03-24 01:01:03.729468,0 days 00:00:10.797044,64,0.0031015659382928546,0.061789343166046604,5,21,52,25.0,43.0,40.0,,SGD,7.912098613035094e-05,113.0,1408.2938232421875,5939.0,COMPLETE
174,1452.3212890625,2026-03-24 01:01:03.745787,2026-03-24 01:01:15.204221,0 days 00:00:11.458434,64,0.0035613691434663456,0.05578004987008456,5,21,53,25.0,40.0,36.0,,SGD,5.713849235979756e-05,123.0,1452.3212890625,5608.0,COMPLETE
175,1531.045654296875,2026-03-24 01:01:15.220840,2026-03-24 01:01:23.380371,0 days 00:00:08.159531,64,0.0013398757217069658,0.0646127264912038,5,24,54,64.0,41.0,40.0,,SGD,4.427872138747376e-05,64.0,1531.045654296875,9918.0,COMPLETE
176,1448.6324462890625,2026-03-24 01:01:23.400300,2026-03-24 01:01:36.881795,0 days 00:00:13.481495,64,0.00368886808712619,0.05400456139780326,5,23,50,23.0,62.0,34.0,,SGD,3.75646370492027e-05,147.0,1448.6324462890625,6629.0,COMPLETE
177,1368.4525146484375,2026-03-24 01:01:36.899699,2026-03-24 01:01:54.698336,0 days 00:00:17.798637,64,0.007189761861767424,0.05889918581158892,5,19,59,24.0,37.0,37.0,,SGD,0.00011015448751558724,212.0,1368.4525146484375,5512.0,COMPLETE
178,1433.9635009765625,2026-03-24 01:01:54.718839,2026-03-24 01:02:09.262885,0 days 00:00:14.544046,64,0.00037401656618701266,0.05935993367955423,5,17,60,24.0,35.0,37.0,,SGD,0.00011788529395264827,168.0,1433.9635009765625,5288.0,COMPLETE
179,1403.669677734375,2026-03-24 01:02:09.282474,2026-03-24 01:02:22.880392,0 days 00:00:13.597918,64,0.006874854527700796,0.057348227811164054,5,26,59,25.0,38.0,39.0,,SGD,4.897684572301961e-05,139.0,1403.669677734375,6250.0,COMPLETE
180,1465.7149658203125,2026-03-24 01:02:22.906590,2026-03-24 01:02:36.141019,0 days 00:00:13.234429,64,0.0074209029506778984,0.05716120953026079,5,26,59,26.0,38.0,38.0,,SGD,5.390386393671422e-05,110.0,1465.7149658203125,6308.0,COMPLETE
181,1436.8193359375,2026-03-24 01:02:36.170050,2026-03-24 01:02:53.658225,0 days 00:00:17.488175,64,0.0027510319304689754,0.06171559718822155,5,43,63,25.0,37.0,39.0,,SGD,4.913602056040397e-05,154.0,1436.8193359375,7657.0,COMPLETE
182,1437.220947265625,2026-03-24 01:02:53.681828,2026-03-24 01:03:09.061799,0 days 00:00:15.379971,64,0.006008416020185993,0.05987580584171994,5,19,61,28.0,39.0,45.0,,SGD,4.3059784599105536e-05,135.0,1437.220947265625,6488.0,COMPLETE
183,1440.3101806640625,2026-03-24 01:03:09.084199,2026-03-24 01:03:19.792795,0 days 00:00:10.708596,64,0.007263534079839808,0.056042867058454335,5,29,59,23.0,35.0,40.0,,SGD,4.751967629874794e-05,84.0,1440.3101806640625,6104.0,COMPLETE
184,1355.8990478515625,2026-03-24 01:03:19.815366,2026-03-24 01:03:41.149368,0 days 00:00:21.334002,64,0.004262261023230011,0.05111575795577628,5,25,58,21.0,33.0,41.0,,SGD,3.8405027909714534e-05,208.0,1355.8990478515625,5490.0,COMPLETE
185,1383.09716796875,2026-03-24 01:03:41.175186,2026-03-24 01:03:50.919235,0 days 00:00:09.744049,64,0.0019347987259279965,0.050873030775592465,5,25,58,21.0,32.0,41.0,,SGD,3.671292321534043e-05,76.0,1383.09716796875,5425.0,COMPLETE
186,1403.2381591796875,2026-03-24 01:03:50.938899,2026-03-24 01:04:05.754909,0 days 00:00:14.816010,64,0.00021567069709393363,0.04867983829379231,5,24,58,21.0,33.0,41.0,,SGD,3.767008707748757e-05,155.0,1403.2381591796875,5421.0,COMPLETE
187,1500.715576171875,2026-03-24 01:04:05.772500,2026-03-24 01:04:15.190075,0 days 00:00:09.417575,64,0.00046468734576077096,0.050829460402125846,5,24,61,21.0,32.0,41.0,,SGD,3.451447373322737e-05,80.0,1500.715576171875,5500.0,COMPLETE
188,3409.782470703125,2026-03-24 01:04:15.207772,2026-03-24 01:04:17.885476,0 days 00:00:02.677704,64,0.001822024785708741,0.04872943026306028,5,25,58,21.0,31.0,37.0,,Adam,2.9374646287004128e-05,,,,PRUNED
189,1470.77734375,2026-03-24 01:04:17.900934,2026-03-24 01:04:26.700071,0 days 00:00:08.799137,64,0.005262604987589347,0.052421999644827556,5,26,58,18.0,33.0,42.0,,SGD,4.004264670006896e-05,70.0,1470.77734375,5314.0,COMPLETE
190,1604.732421875,2026-03-24 01:04:26.716133,2026-03-24 01:04:38.819243,0 days 00:00:12.103110,32,0.009125264659087733,0.048556764604649576,5,23,60,19.0,36.0,39.0,,SGD,3.683835709869105e-05,59.0,1604.732421875,5363.0,COMPLETE
191,1509.9932861328125,2026-03-24 01:04:38.838340,2026-03-24 01:04:50.452815,0 days 00:00:11.614475,64,0.004267014263685918,0.04579989982738242,5,27,57,22.0,28.0,52.0,,SGD,3.8350307395607595e-05,105.0,1509.9932861328125,5692.0,COMPLETE
192,1437.0272216796875,2026-03-24 01:04:50.474860,2026-03-24 01:05:04.720536,0 days 00:00:14.245676,64,0.0018115751145892497,0.051254264022892376,5,24,59,20.0,34.0,43.0,,SGD,3.2400811744284707e-05,148.0,1437.0272216796875,5514.0,COMPLETE
193,1374.217041015625,2026-03-24 01:05:04.740424,2026-03-24 01:05:24.818977,0 days 00:00:20.078553,64,0.003619513351867434,0.048018401650189155,5,26,57,22.0,30.0,38.0,,SGD,4.542300226053532e-05,216.0,1374.217041015625,5302.0,COMPLETE
194,1445.140869140625,2026-03-24 01:05:24.840724,2026-03-24 01:05:37.690170,0 days 00:00:12.849446,64,0.00017869500737998072,0.04901796432309334,5,25,56,21.0,29.0,38.0,,SGD,4.331557545016675e-05,121.0,1445.140869140625,5033.0,COMPLETE
195,2178.553955078125,2026-03-24 01:05:37.722011,2026-03-24 01:05:39.937719,0 days 00:00:02.215708,64,0.08246659075796915,0.05261258718881293,5,27,58,19.0,30.0,36.0,,SGD,3.950675832724458e-05,,,,PRUNED
196,1552.8922119140625,2026-03-24 01:05:39.950184,2026-03-24 01:05:48.627482,0 days 00:00:08.677298,64,0.0065623323149755245,0.04786482034890782,5,23,62,22.0,33.0,41.0,,SGD,4.725899041992201e-05,80.0,1552.8922119140625,5638.0,COMPLETE
197,1382.42578125,2026-03-24 01:05:48.642362,2026-03-24 01:06:00.045173,0 days 00:00:11.402811,64,0.002023048249085747,0.044923538761771305,5,25,60,17.0,23.0,42.0,,SGD,3.538840143359652e-05,123.0,1382.42578125,4621.0,COMPLETE
198,1401.747314453125,2026-03-24 01:06:00.061863,2026-03-24 01:06:15.617516,0 days 00:00:15.555653,64,0.0024020003782453886,0.04658657252852731,5,26,60,21.0,20.0,42.0,,SGD,3.245298736675188e-05,176.0,1401.747314453125,4838.0,COMPLETE
199,1443.5496826171875,2026-03-24 01:06:15.638445,2026-03-24 01:06:29.945673,0 days 00:00:14.307228,64,0.0021740359756300337,0.04507771150971417,5,25,61,16.0,22.0,44.0,,SGD,2.6527814079403405e-05,171.0,1443.5496826171875,4570.0,COMPLETE
200,1432.826416015625,2026-03-24 01:06:29.973745,2026-03-24 01:06:42.092058,0 days 00:00:12.118313,64,0.0027723952229868017,0.045195227801180425,5,28,58,21.0,18.0,43.0,,SGD,3.375348972271679e-05,133.0,1432.826416015625,4766.0,COMPLETE
201,1473.5245361328125,2026-03-24 01:06:42.110104,2026-03-24 01:06:50.225399,0 days 00:00:08.115295,64,0.00016502395138765847,0.053973637874199995,5,26,60,24.0,21.0,42.0,,SGD,3.007883572189446e-05,73.0,1473.5245361328125,5156.0,COMPLETE
202,1378.2650146484375,2026-03-24 01:06:50.242077,2026-03-24 01:07:06.822696,0 days 00:00:16.580619,64,0.004426691176089802,0.046839682604197894,5,26,60,21.0,10.0,52.0,,SGD,3.723260633710474e-05,198.0,1378.2650146484375,4318.0,COMPLETE
203,1447.66650390625,2026-03-24 01:07:06.842026,2026-03-24 01:07:18.785005,0 days 00:00:11.942979,64,0.004129099987273216,0.04268802018410065,5,24,61,21.0,9.0,51.0,,SGD,3.530927077961829e-05,125.0,1447.66650390625,4135.0,COMPLETE
204,1460.9522705078125,2026-03-24 01:07:18.806922,2026-03-24 01:07:34.485117,0 days 00:00:15.678195,64,0.002365293127731878,0.04761727552816921,5,27,57,19.0,16.0,52.0,,SGD,3.593356998834977e-05,189.0,1460.9522705078125,4540.0,COMPLETE
