number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout_rate,params_lr,params_n_layers,params_n_units_l0,params_n_units_l1,params_n_units_l2,params_n_units_l3,params_n_units_l4,params_n_units_l5,params_optimizer,params_weight_decay,user_attrs_best_epoch,user_attrs_best_val_mae,user_attrs_model_params,state
309,1509.15771484375,2026-03-24 01:26:35.504483,2026-03-24 01:26:42.720098,0 days 00:00:07.215615,64,0.0017175493592278086,0.08571530857549792,5,27,50,19.0,62.0,40.0,,SGD,4.033646278288349e-05,60.0,1509.15771484375,6809.0,COMPLETE
310,1463.684814453125,2026-03-24 01:26:42.737411,2026-03-24 01:26:51.555626,0 days 00:00:08.818215,64,0.008068878051985147,0.04644045122448172,5,25,61,22.0,40.0,38.0,,SGD,4.9351511465764756e-05,86.0,1463.684814453125,6064.0,COMPLETE
311,1516.085693359375,2026-03-24 01:26:51.572540,2026-03-24 01:26:58.378064,0 days 00:00:06.805524,64,0.003864686180478116,0.05141426887264443,5,44,38,24.0,37.0,51.0,,SGD,3.6918389467290044e-05,56.0,1516.085693359375,6345.0,COMPLETE
312,1549.2127685546875,2026-03-24 01:26:58.395899,2026-03-24 01:27:04.789717,0 days 00:00:06.393818,64,0.006094433642372239,0.04807388409308197,5,22,55,21.0,43.0,49.0,,SGD,0.00015148474257238825,48.0,1549.2127685546875,6171.0,COMPLETE
313,1407.7440185546875,2026-03-24 01:27:04.805600,2026-03-24 01:27:21.434563,0 days 00:00:16.628963,64,7.218316550780318e-05,0.0832323338580453,5,26,63,17.0,31.0,15.0,,SGD,4.207462451796824e-05,207.0,1407.7440185546875,4381.0,COMPLETE
314,1424.773681640625,2026-03-24 01:27:21.457636,2026-03-24 01:27:35.101828,0 days 00:00:13.644192,64,0.0028553366939445333,0.05275791762993499,5,24,57,20.0,64.0,59.0,,SGD,4.558841685869912e-05,148.0,1424.773681640625,8488.0,COMPLETE
315,2675.093994140625,2026-03-24 01:27:35.120617,2026-03-24 01:27:40.210312,0 days 00:00:05.089695,16,0.006644860995437909,0.07260200032924538,5,32,12,23.0,35.0,44.0,,SGD,3.362367686989396e-05,,,,PRUNED
316,1378.9581298828125,2026-03-24 01:27:40.226909,2026-03-24 01:27:52.752230,0 days 00:00:12.525321,64,0.009136725426444095,0.050424845291456064,5,18,54,27.0,41.0,42.0,,SGD,5.201987200530119e-05,141.0,1378.9581298828125,5992.0,COMPLETE
317,1527.40576171875,2026-03-24 01:27:52.780157,2026-03-24 01:28:02.852779,0 days 00:00:10.072622,64,0.004780336303166168,0.06933280346990672,5,18,54,29.0,42.0,32.0,,SGD,5.1636457782316765e-05,106.0,1527.40576171875,5802.0,COMPLETE
318,1488.3172607421875,2026-03-24 01:28:02.874579,2026-03-24 01:28:12.653512,0 days 00:00:09.778933,64,0.00828836368754456,0.0508973601217442,5,16,56,28.0,41.0,42.0,,SGD,0.00011162902223799825,103.0,1488.3172607421875,6054.0,COMPLETE
319,1466.59423828125,2026-03-24 01:28:12.669962,2026-03-24 01:28:24.998834,0 days 00:00:12.328872,64,0.0014888795978910906,0.04998842381469802,5,19,54,25.0,39.0,39.0,,SGD,9.001754490735615e-05,139.0,1466.59423828125,5592.0,COMPLETE
320,1469.07080078125,2026-03-24 01:28:25.022256,2026-03-24 01:28:34.115504,0 days 00:00:09.093248,64,0.003557706856628615,0.05419556201381192,5,17,52,32.0,44.0,42.0,,RMSprop,3.127754452366209e-05,61.0,1469.07080078125,6544.0,COMPLETE
321,1428.646484375,2026-03-24 01:28:34.132621,2026-03-24 01:28:44.917775,0 days 00:00:10.785154,64,0.005910098840541032,0.04863824519324709,5,57,58,27.0,26.0,45.0,,SGD,3.757637118817443e-05,112.0,1428.646484375,7885.0,COMPLETE
322,1382.9033203125,2026-03-24 01:28:44.938004,2026-03-24 01:29:07.045782,0 days 00:00:22.107778,64,0.00968674408539386,0.04509725907405291,5,28,53,25.0,42.0,43.0,,SGD,0.00013408228572423824,288.0,1382.9033203125,6506.0,COMPLETE
323,1398.200927734375,2026-03-24 01:29:07.068261,2026-03-24 01:29:20.533598,0 days 00:00:13.465337,64,0.010004600071548115,0.045219046783385966,5,14,55,26.0,42.0,43.0,,SGD,0.00013226746230660428,145.0,1398.200927734375,5794.0,COMPLETE
324,2522.681640625,2026-03-24 01:29:20.553455,2026-03-24 01:29:22.739456,0 days 00:00:02.186001,64,0.00850399165640113,0.026273050600695024,5,28,62,27.0,42.0,27.0,,SGD,0.0001025683078451579,,,,PRUNED
325,1461.543701171875,2026-03-24 01:29:22.755725,2026-03-24 01:29:31.940752,0 days 00:00:09.185027,64,0.007466406577636213,0.042634480660809666,5,30,56,26.0,41.0,41.0,,SGD,0.0001228247182088837,90.0,1461.543701171875,6747.0,COMPLETE
326,1494.0128173828125,2026-03-24 01:29:31.957418,2026-03-24 01:29:40.252188,0 days 00:00:08.294770,64,0.0021870102793435093,0.07885387427035426,5,29,21,25.0,39.0,43.0,,SGD,5.46637121014356e-05,79.0,1494.0128173828125,4533.0,COMPLETE
327,1401.3031005859375,2026-03-24 01:29:40.271525,2026-03-24 01:29:52.566025,0 days 00:00:12.294500,64,0.011180014283504573,0.046472458344521496,5,28,52,24.0,40.0,40.0,,SGD,4.405063506749474e-05,144.0,1401.3031005859375,6081.0,COMPLETE
328,3782.784423828125,2026-03-24 01:29:52.585140,2026-03-24 01:29:55.239040,0 days 00:00:02.653900,64,0.009986518181159539,0.04382033525062146,5,29,59,25.0,32.0,41.0,,Adam,2.7184688429421636e-05,,,,PRUNED
329,1442.5377197265625,2026-03-24 01:29:55.253798,2026-03-24 01:30:08.131973,0 days 00:00:12.878175,64,0.00011981830319190024,0.061155535895161414,5,31,60,18.0,46.0,44.0,,SGD,4.055195766339404e-05,140.0,1442.5377197265625,6682.0,COMPLETE
330,1497.1456298828125,2026-03-24 01:30:08.150384,2026-03-24 01:30:43.626612,0 days 00:00:35.476228,32,0.003909214227872931,0.04778436199403155,5,27,57,23.0,29.0,36.0,,SGD,1.1536568967107696e-05,304.0,1497.1456298828125,5330.0,COMPLETE
331,1347.72998046875,2026-03-24 01:30:43.647437,2026-03-24 01:31:03.360658,0 days 00:00:19.713221,64,0.006588865303883605,0.09784700264557637,4,18,53,19.0,55.0,,,SGD,3.348841247999645e-05,276.0,1347.72998046875,3641.0,COMPLETE
332,1400.318359375,2026-03-24 01:31:03.383946,2026-03-24 01:31:15.220430,0 days 00:00:11.836484,64,0.006870791693136764,0.09935416787686621,4,18,55,19.0,50.0,,,SGD,2.981755879835935e-05,152.0,1400.318359375,3606.0,COMPLETE
333,1472.8704833984375,2026-03-24 01:31:15.237643,2026-03-24 01:31:25.768598,0 days 00:00:10.530955,64,0.009602483775247242,0.09837058446623345,4,17,54,16.0,56.0,,,SGD,2.574257619045436e-05,129.0,1472.8704833984375,3300.0,COMPLETE
334,1387.9464111328125,2026-03-24 01:31:25.787979,2026-03-24 01:31:37.330473,0 days 00:00:11.542494,64,0.002212876012559547,0.09711430443926222,4,15,58,17.0,58.0,,,SGD,3.314409851452419e-05,143.0,1387.9464111328125,3465.0,COMPLETE
335,2334.909912109375,2026-03-24 01:31:37.349280,2026-03-24 01:31:39.322072,0 days 00:00:01.972792,64,0.0015233003803068277,0.09678324588265189,2,14,58,,,,,SGD,0.0009925501322214248,,,,PRUNED
336,1372.5272216796875,2026-03-24 01:31:39.343367,2026-03-24 01:31:53.570920,0 days 00:00:14.227553,64,0.002637830113879895,0.09598272011595961,4,12,60,17.0,57.0,,,SGD,3.247990968356596e-05,191.0,1372.5272216796875,3301.0,COMPLETE
337,1436.6475830078125,2026-03-24 01:31:53.596390,2026-03-24 01:32:01.234620,0 days 00:00:07.638230,64,0.003216175086698198,0.09549960869994198,4,10,62,15.0,60.0,,,SGD,3.244699977200914e-05,78.0,1436.6475830078125,3032.0,COMPLETE
338,2333.271728515625,2026-03-24 01:32:01.252772,2026-03-24 01:32:05.874391,0 days 00:00:04.621619,16,0.004706885752298431,0.09639691693093703,4,12,60,14.0,57.0,,,SGD,3.085519138713271e-05,,,,PRUNED
339,1422.587158203125,2026-03-24 01:32:05.888831,2026-03-24 01:32:15.637932,0 days 00:00:09.749101,64,0.0026074871210889712,0.0943766520808378,4,13,60,16.0,55.0,,,SGD,3.395502580318566e-05,118.0,1422.587158203125,3212.0,COMPLETE
340,1509.8214111328125,2026-03-24 01:32:15.653956,2026-03-24 01:32:27.230219,0 days 00:00:11.576263,64,0.005507076505046466,0.09373232698079317,4,15,61,17.0,59.0,,,SGD,2.8200586389496084e-05,144.0,1509.8214111328125,3591.0,COMPLETE
341,1402.1502685546875,2026-03-24 01:32:27.261699,2026-03-24 01:32:37.031051,0 days 00:00:09.769352,64,0.004094202481394823,0.09572241098846898,4,11,59,17.0,58.0,,,SGD,2.2121644111483158e-05,114.0,1402.1502685546875,3220.0,COMPLETE
342,1461.928466796875,2026-03-24 01:32:37.049458,2026-03-24 01:32:48.417172,0 days 00:00:11.367714,64,0.006747028314303328,0.09790980383292702,4,16,64,19.0,19.0,,,SGD,3.415522224219582e-05,154.0,1461.928466796875,3103.0,COMPLETE
343,1456.268310546875,2026-03-24 01:32:48.434505,2026-03-24 01:32:59.436231,0 days 00:00:11.001726,64,0.003053691318025654,0.03926010136715753,4,9,58,18.0,56.0,,,SGD,2.8356752896054025e-05,137.0,1456.268310546875,3126.0,COMPLETE
344,2356.618408203125,2026-03-24 01:32:59.456031,2026-03-24 01:33:01.489271,0 days 00:00:02.033240,64,0.0052226116391600194,0.03433404139629476,4,15,61,20.0,57.0,,,RMSprop,3.554029478522776e-05,,,,PRUNED
345,1587.696533203125,2026-03-24 01:33:01.505249,2026-03-24 01:33:10.239259,0 days 00:00:08.734010,64,0.08245782656189111,0.09800391861883134,4,18,59,19.0,59.0,,,SGD,3.7719802783933455e-05,99.0,1587.696533203125,3973.0,COMPLETE
346,1445.87548828125,2026-03-24 01:33:10.257037,2026-03-24 01:33:17.084680,0 days 00:00:06.827643,64,0.00016634506918886387,0.0523172841213619,4,12,56,15.0,55.0,,,SGD,3.230784675196408e-05,70.0,1445.87548828125,2903.0,COMPLETE
347,1479.8668212890625,2026-03-24 01:33:17.102818,2026-03-24 01:33:26.802067,0 days 00:00:09.699249,64,0.0026924324578600756,0.04545591511900507,4,19,62,21.0,43.0,,,SGD,3.623032367491128e-05,114.0,1479.8668212890625,4014.0,COMPLETE
348,1376.146728515625,2026-03-24 01:33:26.820082,2026-03-24 01:33:38.991979,0 days 00:00:12.171897,64,0.007396651632929543,0.09302973347589175,4,16,60,20.0,24.0,,,SGD,3.1594515507939324e-05,161.0,1376.146728515625,3153.0,COMPLETE
349,1409.240966796875,2026-03-24 01:33:39.014560,2026-03-24 01:33:55.324711,0 days 00:00:16.310151,64,0.008011429203179855,0.09452874840926674,4,17,31,21.0,22.0,,,SGD,3.0131180332707687e-05,233.0,1409.240966796875,2072.0,COMPLETE
350,2683.5400390625,2026-03-24 01:33:55.343220,2026-03-24 01:33:57.456294,0 days 00:00:02.113074,64,0.07738861851809653,0.09361683148895356,4,20,61,20.0,25.0,,,Adam,2.6920467556416675e-05,,,,PRUNED
351,1491.898193359375,2026-03-24 01:33:57.470254,2026-03-24 01:34:07.699242,0 days 00:00:10.228988,64,0.006122695938493637,0.054162358810082224,4,19,60,22.0,23.0,,,SGD,3.156461074400731e-05,124.0,1491.898193359375,3514.0,COMPLETE
352,1627.90966796875,2026-03-24 01:34:07.715241,2026-03-24 01:34:13.392421,0 days 00:00:05.677180,64,0.0076522380493323685,0.09183477941649651,5,18,53,35.0,25.0,38.0,,SGD,3.808583153897969e-05,37.0,1627.90966796875,5324.0,COMPLETE
353,1583.89111328125,2026-03-24 01:34:13.416550,2026-03-24 01:34:25.822182,0 days 00:00:12.405632,32,0.0047844519487756886,0.0673214636554621,5,20,62,19.0,27.0,62.0,,SGD,0.0002581956185212396,74.0,1583.89111328125,5398.0,COMPLETE
354,1501.27880859375,2026-03-24 01:34:25.839035,2026-03-24 01:34:34.331285,0 days 00:00:08.492250,64,0.007186788623796056,0.040833891098849676,3,16,54,21.0,,,,SGD,3.4716470310839757e-05,116.0,1501.27880859375,2421.0,COMPLETE
355,1403.814697265625,2026-03-24 01:34:34.348725,2026-03-24 01:34:44.009811,0 days 00:00:09.661086,64,0.005008518680084412,0.04737791061338104,4,18,59,20.0,21.0,,,SGD,2.4635938559602677e-05,111.0,1403.814697265625,3182.0,COMPLETE
356,1497.3250732421875,2026-03-24 01:34:44.027850,2026-03-24 01:34:53.047636,0 days 00:00:09.019786,64,0.009215044643730352,0.04997023246152937,5,27,63,24.0,24.0,36.0,,SGD,6.542198403880714e-05,93.0,1497.3250732421875,5428.0,COMPLETE
357,1512.576171875,2026-03-24 01:34:53.066485,2026-03-24 01:35:01.413006,0 days 00:00:08.346521,64,0.006336670318757395,0.052179602572605496,5,20,53,45.0,38.0,38.0,,SGD,3.8404803120410955e-05,75.0,1512.576171875,7380.0,COMPLETE
358,1480.5828857421875,2026-03-24 01:35:01.434452,2026-03-24 01:35:12.290221,0 days 00:00:10.855769,64,0.003867213863042294,0.05584671970786411,5,40,61,22.0,53.0,39.0,,SGD,2.933332922095589e-05,107.0,1480.5828857421875,8020.0,COMPLETE
359,1440.6810302734375,2026-03-24 01:35:12.307904,2026-03-24 01:35:26.822427,0 days 00:00:14.514523,64,0.007995378983972352,0.045095027930794326,5,19,28,39.0,54.0,57.0,,SGD,4.896198160088552e-05,161.0,1440.6810302734375,7609.0,COMPLETE
360,1392.7882080078125,2026-03-24 01:35:26.844823,2026-03-24 01:35:40.150690,0 days 00:00:13.305867,64,0.01057637216804009,0.09222079018450638,5,17,57,23.0,15.0,40.0,,SGD,5.698573746625797e-05,159.0,1392.7882080078125,3858.0,COMPLETE
361,2966.7978515625,2026-03-24 01:35:40.167953,2026-03-24 01:35:45.412873,0 days 00:00:05.244920,16,0.004009352468810241,0.04875069796297983,5,61,25,19.0,33.0,37.0,,SGD,3.533263666078601e-05,,,,PRUNED
362,1401.4254150390625,2026-03-24 01:35:45.428836,2026-03-24 01:35:59.956524,0 days 00:00:14.527688,64,0.001808232309630982,0.05340252492525448,5,21,55,29.0,30.0,48.0,,SGD,4.217102112796106e-05,176.0,1401.4254150390625,5826.0,COMPLETE
363,1476.67919921875,2026-03-24 01:35:59.979043,2026-03-24 01:36:09.449377,0 days 00:00:09.470334,64,0.006181284480773358,0.0515447722405398,5,26,59,22.0,24.0,53.0,,SGD,3.26868030141274e-05,99.0,1476.67919921875,5446.0,COMPLETE
364,1476.9730224609375,2026-03-24 01:36:09.467459,2026-03-24 01:36:20.429386,0 days 00:00:10.961927,64,0.012391336191496924,0.06381771070677049,5,26,53,21.0,52.0,42.0,,SGD,8.79879509774099e-05,115.0,1476.9730224609375,6600.0,COMPLETE
365,1461.0091552734375,2026-03-24 01:36:20.449558,2026-03-24 01:36:36.304337,0 days 00:00:15.854779,64,0.0630854298729347,0.07673022007887406,5,28,64,28.0,41.0,35.0,,SGD,4.0027552579747796e-05,190.0,1461.0091552734375,7015.0,COMPLETE
366,1623.936279296875,2026-03-24 01:36:36.322688,2026-03-24 01:36:46.579993,0 days 00:00:10.257305,64,0.003956541341417805,0.049706839027848775,4,13,60,18.0,38.0,,,RMSprop,5.0750469066523274e-05,98.0,1623.936279296875,3074.0,COMPLETE
367,1615.5272216796875,2026-03-24 01:36:46.597987,2026-03-24 01:36:52.657554,0 days 00:00:06.059567,64,7.956308711749415e-05,0.0464266554745162,5,16,56,20.0,44.0,46.0,,SGD,0.0003245789063361205,44.0,1615.5272216796875,5641.0,COMPLETE
368,1343.3289794921875,2026-03-24 01:36:52.673403,2026-03-24 01:37:18.557301,0 days 00:00:25.883898,64,0.005770153963800548,0.043163730988329096,3,21,52,24.0,,,,SGD,4.514022379989379e-05,424.0,1343.3289794921875,2824.0,COMPLETE
369,1452.7855224609375,2026-03-24 01:37:18.581724,2026-03-24 01:37:28.378078,0 days 00:00:09.796354,64,0.0024772795385715196,0.04324034186845463,3,21,50,26.0,,,,SGD,4.5498149958721293e-05,136.0,1452.7855224609375,2836.0,COMPLETE
370,1453.5537109375,2026-03-24 01:37:28.397979,2026-03-24 01:37:40.557118,0 days 00:00:12.159139,64,0.008471372390596345,0.04354213932756609,3,21,58,24.0,,,,SGD,4.835438505252052e-05,177.0,1453.5537109375,3112.0,COMPLETE
371,1586.955810546875,2026-03-24 01:37:40.574817,2026-03-24 01:37:48.488642,0 days 00:00:07.913825,64,0.0049460303643223905,0.03677848953507459,3,19,51,23.0,,,,SGD,9.911831449753427e-05,101.0,1586.955810546875,2597.0,COMPLETE
372,4065.7900390625,2026-03-24 01:37:48.507771,2026-03-24 01:37:50.510352,0 days 00:00:02.002581,64,0.024832422942685096,0.04787489013715275,3,20,60,25.0,,,,Adam,4.4468805639369624e-05,,,,PRUNED
373,1564.8123779296875,2026-03-24 01:37:50.525740,2026-03-24 01:37:57.988011,0 days 00:00:07.462271,64,0.006802269129651401,0.044539473631294936,3,22,54,24.0,,,,SGD,0.0003279542174721049,96.0,1564.8123779296875,2985.0,COMPLETE
374,1404.1064453125,2026-03-24 01:37:58.007431,2026-03-24 01:38:11.056403,0 days 00:00:13.048972,64,0.0018083193581013247,0.04060343681275096,3,24,52,22.0,,,,SGD,5.5263225433881885e-05,206.0,1404.1064453125,2901.0,COMPLETE
375,1517.1650390625,2026-03-24 01:38:11.076967,2026-03-24 01:38:18.161974,0 days 00:00:07.085007,64,0.0035989865813550364,0.054641084949573746,3,18,57,20.0,,,,SGD,3.798485260090648e-05,79.0,1517.1650390625,2616.0,COMPLETE
376,1647.2386474609375,2026-03-24 01:38:18.179554,2026-03-24 01:38:25.470888,0 days 00:00:07.291334,64,0.05928513686536248,0.042684415267001424,3,17,55,24.0,,,,SGD,6.131519999459711e-05,95.0,1647.2386474609375,2704.0,COMPLETE
377,1557.80126953125,2026-03-24 01:38:25.487559,2026-03-24 01:38:32.808385,0 days 00:00:07.320826,64,0.005213219827929099,0.04728348981054078,5,26,62,27.0,27.0,39.0,,SGD,7.097779397215503e-05,66.0,1557.80126953125,5859.0,COMPLETE
378,1410.843505859375,2026-03-24 01:38:32.826546,2026-03-24 01:38:54.424530,0 days 00:00:21.597984,64,0.008831749596690712,0.07178382450599248,6,14,58,21.0,10.0,42.0,42.0,SGD,3.0428695716602615e-05,255.0,1410.843505859375,5140.0,COMPLETE
379,1559.9486083984375,2026-03-24 01:38:54.447790,2026-03-24 01:39:20.449103,0 days 00:00:26.001313,32,0.0016052522154282043,0.03132624088098546,5,31,52,9.0,39.0,34.0,,SGD,4.033027080659021e-05,208.0,1559.9486083984375,4535.0,COMPLETE
380,1546.68212890625,2026-03-24 01:39:20.472464,2026-03-24 01:39:29.597763,0 days 00:00:09.125299,64,0.006837390770107768,0.052067623775581905,4,20,60,18.0,40.0,,,SGD,3.6676910006302476e-05,106.0,1546.68212890625,3615.0,COMPLETE
381,1326.6778564453125,2026-03-24 01:39:29.615612,2026-03-24 01:39:50.367225,0 days 00:00:20.751613,64,0.010545701257124316,0.04576812473662951,4,22,59,23.0,34.0,,,SGD,5.085757545889077e-05,299.0,1326.6778564453125,4062.0,COMPLETE
382,1401.7996826171875,2026-03-24 01:39:50.387498,2026-03-24 01:40:03.235087,0 days 00:00:12.847589,64,0.01337726259013534,0.04609802864974842,3,22,59,23.0,,,,SGD,5.4054489106647044e-05,194.0,1401.7996826171875,3167.0,COMPLETE
383,1437.8291015625,2026-03-24 01:40:03.256581,2026-03-24 01:40:12.557741,0 days 00:00:09.301160,64,0.01143617981647825,0.04390849277526239,4,23,61,26.0,35.0,,,SGD,5.072980920618107e-05,109.0,1437.8291015625,4554.0,COMPLETE
384,2008.62841796875,2026-03-24 01:40:12.577666,2026-03-24 01:40:25.988704,0 days 00:00:13.411038,16,0.0144659197406239,0.04209764943002416,4,22,59,25.0,34.0,,,SGD,4.412075780204031e-05,,,,PRUNED
385,1858.062255859375,2026-03-24 01:40:26.003951,2026-03-24 01:40:30.097542,0 days 00:00:04.093591,64,0.010951408965180634,0.049932352272132975,2,24,60,,,,,SGD,4.608129052907401e-05,,,,PRUNED
386,1534.542236328125,2026-03-24 01:40:30.112701,2026-03-24 01:40:39.059931,0 days 00:00:08.947230,64,0.009694176302998231,0.04625778974130368,3,27,58,23.0,,,,SGD,4.9882216821487394e-05,124.0,1534.542236328125,3464.0,COMPLETE
387,1452.2384033203125,2026-03-24 01:40:39.078033,2026-03-24 01:40:58.307257,0 days 00:00:19.229224,64,0.008269828954371884,0.06556686505081058,4,21,8,21.0,32.0,,,SGD,2.6597526006424604e-05,285.0,1452.2384033203125,1455.0,COMPLETE
388,1477.14208984375,2026-03-24 01:40:58.328921,2026-03-24 01:41:10.128362,0 days 00:00:11.799441,64,0.04382470074549358,0.048698250176468116,4,24,61,19.0,34.0,,,SGD,6.096243770478925e-05,154.0,1477.14208984375,3910.0,COMPLETE
389,1455.2537841796875,2026-03-24 01:41:10.150849,2026-03-24 01:41:24.797140,0 days 00:00:14.646291,64,0.010760749900377533,0.045697448190953706,4,28,57,24.0,33.0,,,SGD,0.000793683285783797,194.0,1455.2537841796875,4440.0,COMPLETE
390,1460.8199462890625,2026-03-24 01:41:24.815678,2026-03-24 01:41:35.523427,0 days 00:00:10.707749,64,0.007130416048150388,0.05104161652973217,5,29,35,20.0,33.0,38.0,,SGD,4.200177041988192e-05,116.0,1460.8199462890625,4365.0,COMPLETE
391,1437.9791259765625,2026-03-24 01:41:35.540369,2026-03-24 01:41:45.397982,0 days 00:00:09.857613,64,0.0032675642538196195,0.056994089813720665,5,25,59,17.0,35.0,40.0,,RMSprop,3.280732650741921e-05,72.0,1437.9791259765625,5242.0,COMPLETE
392,1466.4119873046875,2026-03-24 01:41:45.416161,2026-03-24 01:41:54.913595,0 days 00:00:09.497434,64,0.00590903956741243,0.05353244779851087,5,21,62,22.0,43.0,37.0,,SGD,5.255611796650414e-05,92.0,1466.4119873046875,5964.0,COMPLETE
393,1475.601318359375,2026-03-24 01:41:54.934455,2026-03-24 01:42:05.277590,0 days 00:00:10.343135,64,0.008362788859962434,0.07345524091880246,5,23,63,26.0,17.0,43.0,,SGD,7.647037298015428e-05,111.0,1475.601318359375,5004.0,COMPLETE
394,1439.05419921875,2026-03-24 01:42:05.299060,2026-03-24 01:42:12.369009,0 days 00:00:07.069949,64,0.001539595228382224,0.08107182458112493,3,34,59,23.0,,,,SGD,3.69705554162526e-05,78.0,1439.05419921875,4007.0,COMPLETE
395,2736.661865234375,2026-03-24 01:42:12.387683,2026-03-24 01:42:14.901743,0 days 00:00:02.514060,64,0.01259845365775902,0.04755152097198257,5,25,56,19.0,32.0,41.0,,Adam,4.752065037007451e-05,,,,PRUNED
396,1571.38671875,2026-03-24 01:42:14.918070,2026-03-24 01:42:21.528838,0 days 00:00:06.610768,64,0.0038819307974421106,0.0551794487530147,5,26,49,16.0,57.0,45.0,,SGD,5.719991185320996e-05,49.0,1571.38671875,6368.0,COMPLETE
397,1474.912841796875,2026-03-24 01:42:21.553023,2026-03-24 01:42:33.139536,0 days 00:00:11.586513,64,0.00989037643657176,0.04883322253143559,5,22,58,22.0,37.0,43.0,,SGD,4.0123570724708245e-05,128.0,1474.912841796875,5723.0,COMPLETE
398,1527.7001953125,2026-03-24 01:42:33.159546,2026-03-24 01:42:42.894480,0 days 00:00:09.734934,64,0.005891295218611686,0.044724769973110166,6,27,61,21.0,30.0,41.0,64.0,SGD,3.4325380610429506e-05,78.0,1527.7001953125,8425.0,COMPLETE
399,1425.30224609375,2026-03-24 01:42:42.914508,2026-03-24 01:43:06.036859,0 days 00:00:23.122351,32,0.0031283834166090643,0.050741539180658615,5,24,50,25.0,40.0,39.0,,SGD,2.8771066507465126e-05,185.0,1425.30224609375,5776.0,COMPLETE
400,1470.9085693359375,2026-03-24 01:43:06.057517,2026-03-24 01:43:17.676061,0 days 00:00:11.618544,64,0.0003347828447611617,0.041588735532055075,3,19,60,24.0,,,,SGD,2.42576736544012e-05,171.0,1470.9085693359375,3066.0,COMPLETE
401,1542.29541015625,2026-03-24 01:43:17.697786,2026-03-24 01:43:25.430810,0 days 00:00:07.733024,64,0.028439548098483827,0.06225735704434272,4,39,57,18.0,47.0,,,SGD,4.521194645229829e-05,74.0,1542.29541015625,4938.0,COMPLETE
402,1328.65380859375,2026-03-24 01:43:25.451406,2026-03-24 01:43:41.133026,0 days 00:00:15.681620,64,0.007349996208726348,0.07470521991941063,5,23,52,19.0,36.0,44.0,,SGD,4.0083484693628504e-05,194.0,1328.65380859375,5203.0,COMPLETE
403,1392.46142578125,2026-03-24 01:43:41.152257,2026-03-24 01:43:51.666631,0 days 00:00:10.514374,64,0.00885869125638645,0.07493573251146349,4,22,51,18.0,36.0,,,SGD,4.218847413212135e-05,132.0,1392.46142578125,3282.0,COMPLETE
404,1497.7572021484375,2026-03-24 01:43:51.684542,2026-03-24 01:44:02.965513,0 days 00:00:11.280971,64,0.007349367068174151,0.06960078153938892,4,20,52,16.0,36.0,,,SGD,4.9443509519279145e-05,144.0,1497.7572021484375,3017.0,COMPLETE
405,2876.50439453125,2026-03-24 01:44:02.984534,2026-03-24 01:44:04.742510,0 days 00:00:01.757976,64,0.011501690984806304,0.020833828855595878,4,23,53,20.0,20.0,,,SGD,4.012068456364104e-05,,,,PRUNED
406,1750.5030517578125,2026-03-24 01:44:04.757484,2026-03-24 01:44:17.448184,0 days 00:00:12.690700,16,0.014963111005777416,0.0710065846635218,4,32,51,19.0,37.0,,,SGD,5.37168034079354e-05,35.0,1750.5030517578125,4015.0,COMPLETE
407,1524.3035888671875,2026-03-24 01:44:17.464312,2026-03-24 01:44:25.692986,0 days 00:00:08.228674,64,0.007087038022803011,0.07392127394621391,4,21,52,27.0,23.0,,,SGD,0.00044877566918821986,93.0,1524.3035888671875,3678.0,COMPLETE
408,1433.881103515625,2026-03-24 01:44:25.715498,2026-03-24 01:44:36.195283,0 days 00:00:10.479785,64,0.009690091405310554,0.07950753899926159,5,10,50,20.0,12.0,46.0,,SGD,4.4819682561655334e-05,111.0,1433.881103515625,2833.0,COMPLETE
409,1527.1546630859375,2026-03-24 01:44:36.211922,2026-03-24 01:44:45.161282,0 days 00:00:08.949360,64,0.005651928599237982,0.0754180114551101,5,29,53,18.0,26.0,55.0,,SGD,6.836417392470657e-05,91.0,1527.1546630859375,5220.0,COMPLETE
410,1450.3218994140625,2026-03-24 01:44:45.180180,2026-03-24 01:44:57.469755,0 days 00:00:12.289575,64,0.008134434603388073,0.06765067391071732,5,20,63,22.0,35.0,44.0,,SGD,9.400361657789345e-05,142.0,1450.3218994140625,5713.0,COMPLETE
411,1604.47998046875,2026-03-24 01:44:57.490245,2026-03-24 01:45:09.728450,0 days 00:00:12.238205,64,0.005290377949425094,0.07698773009244564,5,8,55,24.0,42.0,44.0,,RMSprop,3.1981046367290627e-05,96.0,1604.47998046875,5244.0,COMPLETE
412,2437.045166015625,2026-03-24 01:45:09.749081,2026-03-24 01:45:11.617213,0 days 00:00:01.868132,64,0.0043420550970410515,0.03945924451095502,4,23,51,17.0,39.0,,,SGD,3.6306217412011945e-05,,,,PRUNED
413,1429.4837646484375,2026-03-24 01:45:11.631311,2026-03-24 01:45:20.481568,0 days 00:00:08.850257,64,0.006843362501592354,0.07230115296568564,5,22,54,25.0,37.0,36.0,,SGD,1.5179182899777045e-05,90.0,1429.4837646484375,5530.0,COMPLETE
414,1391.2047119140625,2026-03-24 01:45:20.498109,2026-03-24 01:45:34.426224,0 days 00:00:13.928115,64,0.004278545958040218,0.04476923217941011,5,24,53,23.0,56.0,64.0,,SGD,3.8947660243216604e-05,157.0,1391.2047119140625,8280.0,COMPLETE
